name	PMNL	PBMC	count	r	sig
RP11-298I3.5	1.35809	0.545188	175	1.96443583601909	NONE
ARPC1B	21.6251133333333	8.68500714285714	69	1.96379121243046	NONE
CTD-2562J15.6	3.7767795	1.516945	123	1.96367023797225	NONE
LATS2	2.03123	0.8159635	204	1.96345954373809	NONE
WWC1	0.1146065	0.0460667	70	1.96257517043219	NONE
RUNDC1	8.32571666666667	3.34910666666667	84	1.96148059654806	NONE
KLHL15	2.97433	1.19745	464	1.9602817647702	NONE
UQCRQ	38.2473666666667	15.3990166666667	133	1.96020465307728	NONE
PRR7	51.6881	20.82175	1097	1.95942330310611	NONE
SNORA50C	106.691	43.028	51	1.95777325246345	NONE
SNORA50	105.11	42.3905	51	1.95776950256174	NONE
SLC19A2	2.466915	0.994905	193	1.95775978689561	NONE
TPCN2	4.65016666666667	1.87615	213	1.95718970679878	NONE
C19orf43	21.68565	8.750535	314	1.9569800162831	NONE
LINC00894	4.577964	1.8484234	54	1.9560933188219	NONE
CTD-3154N5.1	26.2447	10.6033	227	1.9551952298995	NONE
U73166.2	58.2060533333333	23.5450333333333	252	1.95342889306266	NONE
MPP1	1.38453869230769	0.560897846153846	65	1.95127788294275	NONE
OTUD1	32.7909	13.2864	347	1.95102770481156	NONE
NHSL2	5.36929125	2.17644775	203	1.95043873765671	NONE
F11R	4.002972	1.624386	297	1.94885948536375	NONE
MON1B	23.327531	9.468064	119	1.94857471580403	NONE
PIK3CD	26.0475875	10.572235	53	1.94855181840772	NONE
MALAT1	92.5099588235294	37.5564941176471	130	1.94822874708638	NONE
LACTB	4.94471425	2.008615	82	1.94736854792744	NONE
KIAA1614-AS1	5.16536	2.10068	97	1.94569494995212	NONE
RP11-540D14.8	3.48695	1.4181	291	1.94568886599827	NONE
BTG1	90.712	36.9192	425	1.94460458056616	NONE
FGD5-AS1	18.534348	7.544576	212	1.94437209468197	NONE
C5orf30	1.83730033333333	0.748448	75	1.943295943837	NONE
ARL3	1.62793	0.663238	240	1.94312255221096	NONE
SCARNA2	130.3105	53.0901	200	1.94312103160996	NONE
ATG9A	10.6349135714286	4.33430380952381	53	1.94261858144584	NONE
ATP6V1D	2.67744492857143	1.09236885714286	63	1.94107927098772	NONE
RP11-330H6.5	12.4041	5.062135	303	1.94068163351385	NONE
CTD-3214H19.4	20.7905666666667	8.49537666666667	769	1.93886172016086	NONE
PLP2	11.45654	4.681505	88	1.93880955563382	NONE
CASP3	4.791802	1.95871	210	1.93834694285003	NONE
CD9	0.9512936	0.3889427	83	1.93801550206506	NONE
ENTPD1	2.00866454545455	0.821780272727273	145	1.93709450463756	NONE
DENND2C	0.171715	0.0702951	54	1.93620249620725	NONE
TTPAL	4.647405	1.9026275	247	1.93611469819941	NONE
STARD10	3.573725625	1.46314975	71	1.9360339006124	NONE
MISP3	6.10164666666667	2.49859666666667	51	1.93576306358041	NONE
RP11-77H9.8	12.8781	5.2785	201	1.9344022972399	NONE
RP11-809N8.4	11.4271	4.684495	224	1.93417634299419	NONE
TCP11L2	15.799637	6.481386	76	1.93319961022163	NONE
RP11-9M16.2	17.7152	7.27205	115	1.93223618839704	NONE
AC092620.3	5.09889	2.09309	161	1.93223132706846	NONE
RP11-34F20.7	28.5797	11.732	276	1.93222425571998	NONE
RAVER1	9.88056625	4.05762875	56	1.93163931086814	NONE
AP000347.2	5.64285066666667	2.31999111111111	90	1.92998735192026	NONE
CD55	14.8253890909091	6.09683363636364	1040	1.92962034300718	NONE
XXbac-BPG32J3.20	5.35029	2.20131	530	1.92893722347766	NONE
FHOD1	4.06866333333333	1.67402	197	1.92892060277689	NONE
GALNS	7.65994272727273	3.15336090909091	56	1.92812576552161	NONE
SPAG9	2.39583235294118	0.986512294117647	56	1.92780048385631	NONE
SS18L1	3.28151975	1.3512725	171	1.92772793495753	NONE
SPESP1	1.22037	0.502826	571	1.92686992413035	NONE
MID1IP1	18.856075	7.7707025	245	1.9265949267935	NONE
CTD-2154B17.4	4.44127	1.83052	150	1.92640120325869	NONE
TUBB3	1.17994	0.4863475	52	1.92633655270851	NONE
ADCY4	14.2863738461538	5.88952053846154	88	1.92610014353462	NONE
PREB	13.6849	5.646595	111	1.92481428847063	NONE
PLXNC1	4.538348	1.873119	60	1.92440714078277	NONE
HDAC6	4.15514622222222	1.71503166666667	57	1.92434649173137	NONE
RP11-493L12.5	0.876891	0.362068	52	1.92381930677387	NONE
MSRB2	1.60591	0.66308	156	1.92381865570501	NONE
CTBS	7.4381225	3.0718575	557	1.92350967490313	NONE
MNDA	12.1197533333333	5.00604666666667	228	1.92329915096876	NONE
SCYL1	9.180449	3.792378	81	1.92314440440657	NONE
CTD-2165H16.4	14.70655	6.077245	102	1.92265194528288	NONE
EFHC2	0.185956	0.0768588	133	1.92236140076558	NONE
FKBP8	8.86344785714286	3.66476285714286	56	1.92183062560537	NONE
SETD1B	16.735575	6.9212125	1581	1.92150387405761	NONE
LTB4R	9.303408	3.849978	65	1.92059155481726	NONE
CKLF-CMTM1	7.51180666666667	3.11096666666667	305	1.91947945498731	NONE
SLC39A1	8.284965	3.432637	77	1.91886076116006	NONE
RCE1	33.0202322222222	13.6916322222222	58	1.91773828066464	NONE
ILK	6.65913083333333	2.76118	64	1.9177314051027	NONE
MAPK7	13.285305	5.510375	60	1.91729140087446	NONE
TNK2	9.35356	3.88495636363636	53	1.91529962981443	NONE
RP11-154D6.1	0.644859833333333	0.268127666666667	138	1.91374797887146	NONE
PLCB2	13.4593776923077	5.59669615384615	62	1.91364683571378	NONE
RP11-463O12.5	5.91391	2.46051	407	1.91283736762524	NONE
JHDM1D-AS1	17.8864	7.44252	157	1.91268240587957	NONE
C6orf1	14.29441	5.948352	125	1.91257160543808	NONE
BEAN1-AS1	3.08158	1.28314	128	1.91167411666359	NONE
RP11-476H16.1	7.62671	3.1757	64	1.91166867139434	NONE
RGP1	8.256585	3.43946	114	1.91104557473546	NONE
TMEM127	9.87263666666667	4.1129	203	1.91096189839786	NONE
C7orf25	13.1745916666667	5.48860666666667	68	1.91092884758528	NONE
KIAA2013	6.29766333333333	2.62439666666667	103	1.91051330004942	NONE
ZNF44	6.14671571428571	2.56395	192	1.90913009326558	NONE
TMEM167B	13.92666	5.81136666666667	180	1.90858237128191	NONE
AKIRIN1	7.5100075	3.1343875	264	1.90831325860792	NONE
CINP	3.4375485	1.4349115	123	1.90810076823959	NONE
RNU5A-1	163.102	68.1277	70	1.9071435250669	NONE
RP11-582J16.5	6.87993	2.87375	70	1.90714178465402	NONE
LYRM1	4.895785	2.045268	317	1.90693276442048	NONE
FGFR2	0.124923818181818	0.0522777454545455	52	1.90446219962638	NONE
PLPP5	16.1870445454545	6.77569090909091	74	1.90408209065082	NONE
THAP9-AS1	24.0542941666667	10.0771075	169	1.90289533408887	NONE
HHEX	13.276955	5.56385	55	1.90245133858689	NONE
ATF4	51.5535666666667	21.6133333333333	432	1.90183311122577	NONE
LINC01578	34.6150411111111	14.5200155555556	90	1.90103852200388	NONE
RP4-533D7.6	0.332356	0.139509	164	1.90005366218153	NONE
RRM2B	4.150022	1.742599	53	1.899560823419	NONE
GSKIP	2.662895	1.11934	193	1.89802968030858	NONE
RYR3	0.02556522	0.0107522	52	1.89723302160882	NONE
STK4	10.8089585714286	4.54618571428571	345	1.89718146198677	NONE
MPZL3	3.99296	1.679835	342	1.89682154620229	NONE
NPEPL1	10.0069055555556	4.21507111111111	63	1.89504950084492	NONE
NUDT22	18.0464455555556	7.60257555555556	89	1.8948370157206	NONE
ADIPOR1	7.963232	3.357362	58	1.89370844812494	NONE
FAU	53.4616333333333	22.5452333333333	143	1.8933639327692	NONE
ELOVL5	6.02965428571429	2.54368571428571	1300	1.89283731684108	NONE
HSDL2	1.346836	0.5687456	132	1.89140126416902	NONE
GPR155	3.329198	1.406018	111	1.8912420708176	NONE
NDE1	7.53762666666667	3.18646083333333	90	1.88983787258716	NONE
SEMA4B	7.95118	3.3637375	56	1.88878631503232	NONE
EGR1	21.8407	9.25938	313	1.88571405483853	NONE
SIRT3	4.22825923076923	1.79319076923077	102	1.88521731110472	NONE
AP006621.8	1.87493	0.795436	65	1.88470143080509	NONE
DIRC2	2.45889	1.04581	745	1.88106888546535	NONE
POLDIP2	6.64127	2.82472	237	1.88103374401076	NONE
NELFE	7.67933230769231	3.26637307692308	72	1.88097375689756	NONE
ADAT3	4.907465	2.08796	57	1.88056636395998	NONE
CHST11	4.970688	2.116128	2651	1.87970111482	NONE
ZNF580	63.46095	27.03625	183	1.87865651780755	NONE
ARID4A	5.97252636363636	2.54498363636364	114	1.87836739615164	NONE
CHST7	1.85676	0.791249	172	1.87826613127777	NONE
SPACA6	25.4881909090909	10.8618605454545	69	1.87824019142486	NONE
RP11-1099M24.7	5.04044	2.14895	89	1.87760022140748	NONE
ELF3	3.50383	1.49467	70	1.87678824395559	NONE
TWF2	12.4019333333333	5.29452333333333	71	1.87567478958722	NONE
TJP3	0.795715	0.339704	74	1.87565604879168	NONE
TNNT3	3.63934666666667	1.5546125	81	1.87480691973064	NONE
SULT1A1	4.35582727272727	1.86088636363636	70	1.87463924658103	NONE
AC008753.6	8.35699	3.57357	458	1.87329982042878	NONE
TMEM44	0.406452833333333	0.173852166666667	52	1.87290935728935	NONE
ASAH1	7.67032045454545	3.28193575757576	56	1.87242231294385	NONE
TMEM107	10.2228311111111	4.37504333333333	70	1.87210803940215	NONE
RP11-92G12.3	1.33809	0.572686	125	1.87204137372475	NONE
MARS	11.1258195384615	4.76758730769231	52	1.87026280598805	NONE
RP11-429G19.3	1.99769	0.856441	304	1.8695894155634	NONE
CERS2	7.33640909090909	3.14558181818182	58	1.8694296598095	NONE
PRDX5	10.3059266666667	4.42001666666667	135	1.86903297651426	NONE
TRPT1	8.75555545454545	3.75944454545455	58	1.86736164505544	NONE
TROVE2	6.14904208333333	2.64171525	54	1.86656917268573	NONE
NCLN	12.1443483333333	5.22288666666667	84	1.86504823265817	NONE
TRABD	18.1592166666667	7.81765166666667	110	1.86357722122855	NONE
AC079305.10	77.6742	33.4456	341	1.86330150997541	NONE
CSTB	10.999425	4.73646	121	1.86322946159784	NONE
PRDM8	3.05884322222222	1.317283	65	1.86310330237696	NONE
ATP6V1A	2.35561666666667	1.01466283333333	85	1.86278683776704	NONE
IVNS1ABP	9.898285	4.264205	80	1.86258424468857	NONE
BET1L	29.7237442857143	12.8082742857143	221	1.86222221402973	NONE
USB1	3.47784466666667	1.50062666666667	62	1.86031085656347	NONE
NLGN3	2.466814	1.064878	233	1.85964324404968	NONE
RP11-258F1.1	8.763985	3.783955	316	1.85937454262369	NONE
KCTD20	9.443125	4.077659	147	1.85920569397339	NONE
SUV39H1	1.76747	0.763307	83	1.85903286019671	NONE
TRADD	18.89602	8.1614775	56	1.85886259922175	NONE
RP11-131L23.1	0.281433	0.121608	132	1.85823582416169	NONE
RP11-160H22.3	92.5497	39.9911	168	1.8582318082963	NONE
RP11-350G8.5	3.34903	1.44713	54	1.85823122954399	NONE
RP11-1275H24.1	8.92106	3.85483	90	1.85823036268234	NONE
DHRS13	7.70056666666667	3.32745	150	1.85823008597977	NONE
B4GALT1-AS1	4.53234	1.958445	222	1.85822993746415	NONE
RNF122	4.39518	1.89918	324	1.85822806262114	NONE
HERPUD2	12.3919971428571	5.35674285714286	309	1.8576632276359	NONE
LDB1	9.13668333333333	3.95150333333333	227	1.85695138818022	NONE
PTTG1IP	7.59610142857143	3.28731	286	1.85603411693686	NONE
RP11-599B13.6	41.4908	17.9619	1923	1.85553396831448	NONE
GRAMD1A	18.5580108333333	8.0347225	137	1.85540443811492	NONE
IQSEC1	10.368018	4.490014	249	1.85503073888691	NONE
CD82	3.35913384615385	1.45536384615385	108	1.85439186372524	NONE
MESDC1	17.5726	7.6213	325	1.85290111327228	NONE
IQGAP1	7.729339375	3.354479375	56	1.85193869859377	NONE
AC135048.13	15.9445	6.922355	375	1.85140648205331	NONE
OST4	33.8436	14.6937333333333	156	1.85136450034563	NONE
AC011288.2	0.0233761	0.010158795	70	1.84998742933961	NONE
LINC01126	26.8203	11.6719	169	1.84796840600017	NONE
RP11-934B9.3	17.0936	7.43992	332	1.84777971381825	NONE
SLC30A1	5.05407	2.20287	139	1.84574374694092	NONE
TRMT12	12.0186966666667	5.23939	116	1.84549215512855	NONE
MT-CO1	46.0112	20.0583	272	1.84546820414387	NONE
PLCB3	1.94055333333333	0.846163	111	1.84514303565735	NONE
ANKRD33B	0.424494	0.185161	142	1.84464636217862	NONE
OCEL1	22.6505525	9.88084875	91	1.84452182316536	NONE
C6orf62	16.305225	7.118575	669	1.84335643290015	NONE
ZCCHC2	7.22104577777778	3.15683	80	1.84141367638265	NONE
ARHGAP30	18.4079428571429	8.04767142857143	926	1.84136756061525	NONE
RSRP1	22.8134704761905	9.97824428571429	80	1.84071049649026	NONE
ACAP3	6.208465	2.716031	58	1.84041912931384	NONE
PITPNM3	0.2247785	0.09842275	91	1.83912277606764	NONE
HM13-AS1	4.25585	1.86349	91	1.83912268521734	NONE
PIK3R5	13.618897	5.9637845	62	1.8389922907342	NONE
RENBP	2.83694333333333	1.24233183333333	56	1.83896921661703	NONE
ZC3H3	2.680545	1.1744145	191	1.83826712831341	NONE
DNAH10	0.214800666666667	0.0941124333333333	63	1.83822369304071	NONE
TCAP	23.9821	10.513995	98	1.83732949970939	NONE
ADAM9	0.938613166666667	0.411579666666667	102	1.83704144734833	NONE
CREBRF	7.95340666666667	3.488645	191	1.83658860054629	NONE
RP11-153M7.3	0.499755	0.219268	79	1.8362081801186	NONE
CSPG5	1.10469	0.484685	79	1.83620469431055	NONE
RBBP6	15.672419	6.87828166666667	52	1.83579023205287	NONE
CDK9	22.300746	9.789658	51	1.83544406549911	NONE
CHCHD7	10.944185625	4.807739375	167	1.83441646896165	NONE
IFITM3	2.43655	1.07039	73	1.83438574450856	NONE
SFT2D3	25.3277	11.1266	365	1.83438572178562	NONE
C1RL-AS1	6.413635	2.8176175	89	1.8343489368871	NONE
FRY	1.47607816666667	0.648506666666667	56	1.8342582709799	NONE
PIK3R6	1.50554	0.6615645	228	1.83400977249705	NONE
ZNF319	8.303725	3.649065	70	1.83391427555713	NONE
TMUB2	10.1026326666667	4.44090666666667	51	1.83348760028209	NONE
BRD2	30.1336	13.2461544444444	104	1.8334819137602	NONE
FAM120AOS	10.7016580909091	4.70867818181818	57	1.83212277217489	NONE
ZNF668	3.40638833333333	1.49902666666667	73	1.83189932501986	NONE
CRELD2	7.26720375	3.19989	88	1.83106050332249	NONE
KIF27	1.01693	0.447992333333333	328	1.83035688635562	NONE
TBC1D14	5.07498777777778	2.23594555555556	127	1.83020174763088	NONE
RP11-191G24.1	0.734468	0.3236675	118	1.82986958539452	NONE
SERF2	28.6934641176471	12.6472741176471	53	1.82957813968601	NONE
DUSP23	15.9816666666667	7.04891333333333	97	1.82862755593548	NONE
GAB1	0.7742464	0.3415281	55	1.82847094476005	NONE
AHRR	0.6975138	0.30785598	69	1.8276486269349	NONE
RETSAT	4.6440655	2.053615	61	1.82490504068974	NONE
PLCG2	4.00821466666667	1.77249466666667	52	1.82486094939976	NONE
HMGB3	1.803085	0.7977585	51	1.82412588800091	NONE
POC1A	0.331866666666667	0.146848	99	1.82396257195037	NONE
Z97634.3	3.70049	1.637885	84	1.82356471172323	NONE
EIF6	8.11425111111111	3.59475888888889	141	1.82224540145055	NONE
SYVN1	10.1498409090909	4.49857454545455	62	1.82159973878434	NONE
CCDC114	8.887395	3.939545	189	1.8214140550457	NONE
CPSF7	5.5909588	2.4785524	116	1.82128041337249	NONE
ATP8B3	0.82750825	0.36684875	59	1.82127078520987	NONE
ARF6	30.6339	13.5808	472	1.82124304089988	NONE
CD46	3.54835511111111	1.57312527777778	90	1.82119929161702	NONE
TPRN	5.88488666666667	2.60995	137	1.82067492220792	NONE
RABGEF1	3.06384645454545	1.35948	86	1.81997153006871	NONE
OSER1	8.608145	3.82271	347	1.81878908092232	NONE
CRK	6.89316	3.06149	911	1.81861399132212	NONE
IL6R	7.659255	3.40245375	410	1.81831097919985	NONE
CHMP2A	32.88823375	14.6181	98	1.81749818223841	NONE
LINC00511	0.184627333333333	0.0821485666666667	61	1.81599130504136	NONE
CTC-248O19.1	4.84825	2.15779	123	1.81559208663935	NONE
ORAI3	16.152425	7.1890925	300	1.81555166387774	NONE
RIT1	5.567548	2.479424	152	1.81471954629462	NONE
ABCC3	0.53148175	0.2368065	72	1.81399393130037	NONE
GSDMD	8.27981363636364	3.68997545454545	75	1.81366953534819	NONE
RP4-591C20.9	15.8586	7.0736	191	1.81243133010188	NONE
AVIL	7.832484	3.4943854	60	1.81211364321237	NONE
MEF2D	11.9633814285714	5.33750714285714	166	1.81206968118442	NONE
ZNF641	5.05712571428571	2.25735714285714	102	1.81136541251599	NONE
RNF103	9.796505	4.37310166666667	146	1.81129271578122	NONE
SLC25A44	3.98573	1.7792875	96	1.81122679993072	NONE
DNAJB1	28.58902	12.763339	202	1.81113782615883	NONE
AC144831.3	30.9653	13.8262	74	1.81093018274997	NONE
WWP2	3.90028157894737	1.74420421052632	54	1.8086917817431	NONE
FCHO1	7.381296	3.30113228571429	58	1.80859565210252	NONE
MFSD5	10.6277766666667	4.75347333333333	97	1.80846830347227	NONE
SNX11	2.94284454545455	1.316959	98	1.80768336201271	NONE
PPP1R10	35.58256425	15.926095	66	1.80746037268332	NONE
CTA-256D12.11	2.8597	1.28005	241	1.80734610234688	NONE
RGS14	17.9901538461538	8.06181692307692	53	1.80571305713468	NONE
ASCL2	10.263	4.60097	99	1.80512501458025	NONE
LST1	7.77828	3.48776285714286	52	1.80483167816804	NONE
KIF13A	0.9363664	0.4198787	135	1.80478302227528	NONE
RBM14	30.7683122222222	13.8022877777778	180	1.80422034837214	NONE
RILPL1	0.950381	0.426908	161	1.80226325534242	NONE
AP2A1	6.20460142857143	2.78746285714286	69	1.80206841546608	NONE
RN7SL600P	52.7308	23.6966	62	1.80164826854632	NONE
CD300A	8.33854666666667	3.74924166666667	555	1.80087959509051	NONE
EIF3I	7.53251333333333	3.38766833333333	160	1.80052114506636	NONE
ACTN4	5.77665	2.59824	182	1.80038084656656	NONE
C18orf32	10.007925	4.50375	238	1.79962669057564	NONE
KIF1B	0.9098403	0.4095506	51	1.79925408943479	NONE
ZNF511	9.9045475	4.4588925	74	1.79908810690502	NONE
PLIN3	4.28636285714286	1.93127285714286	132	1.79788443640127	NONE
EIF4G2	22.8464966666667	10.2974374074074	52	1.79737005859512	NONE
RP4-756H11.3	7.29832333333333	3.29121666666667	365	1.7966265217598	NONE
RP11-229P13.27	1.55368	0.701188	56	1.79549864101332	NONE
PDPK1	3.6484432	1.6472856	61	1.79487274734575	NONE
ANXA11	9.112611	4.114793	84	1.79472708640308	NONE
DENND5A	3.94775538461538	1.78314692307692	66	1.79428947867976	NONE
AFF2	0.0426129	0.01925445	67	1.79378078269658	NONE
GRN	5.58802722222222	2.52502555555556	86	1.79372351889502	NONE
ABHD17A	6.860536	3.100148	83	1.79366666410776	NONE
DNAJB2	20.0492875	9.064086875	52	1.79299983336682	NONE
CLTB	3.597594	1.62645	262	1.79298837033092	NONE
GNAI3	5.67685	2.56831	1565	1.79195373190195	NONE
CITED2	42.965625	19.443625	216	1.7915681257183	NONE
NAT6	13.1869	5.97160333333333	156	1.79059767040356	NONE
APOL2	5.13740125	2.326815	53	1.79036470746317	NONE
CRTC2	10.97571125	4.9720225	62	1.79009216172299	NONE
RP1-179N16.6	1.53728	0.696857	262	1.78912788027584	NONE
TMCC1	2.08927307692308	0.947249	141	1.78886791365624	NONE
CPTP	10.1171366666667	4.58837333333333	56	1.78842881201278	NONE
ASH1L-AS1	41.05265	18.61845	277	1.78842483966373	NONE
RP11-480I12.10	31.9591	14.5001	75	1.78784639061377	NONE
CCNE2	1.11892	0.507664	75	1.78784348730935	NONE
GAS8	0.8527285	0.38699	52	1.78747264774431	NONE
CTD-2132N18.3	10.3376533333333	4.69204666666667	338	1.78730192020684	NONE
PER1	25.6064718181818	11.6224318181818	53	1.78727898209548	NONE
LINC01431	23.7266	10.77101	113	1.78703429973642	NONE
VAMP1	9.95776875	4.52175125	53	1.78662334238964	NONE
OSER1-AS1	4.751619	2.1594326	76	1.78544933221376	NONE
FUT11	17.713695	8.05597	165	1.78441742679361	NONE
APBB2	0.0740714	0.03371436	69	1.78323585347527	NONE
ITGA5	13.4500308333333	6.12613166666667	55	1.7822436597096	NONE
SERINC3	6.7543075	3.0765825	182	1.78216164142802	NONE
INPP5E	9.76324	4.447465	214	1.78205920306199	NONE
BRSK1	0.5088925	0.2319025	59	1.78152501563707	NONE
RP11-146I2.1	0.25392	0.115773	364	1.78075765818071	NONE
NAGK	7.99950481481481	3.64758407407407	62	1.78065192484897	NONE
NFIC	3.31624333333333	1.51228666666667	102	1.78050068905496	NONE
AGRN	0.788434	0.359613	113	1.78022727586817	NONE
TOM1	8.05156777777778	3.67447333333333	109	1.77941470571858	NONE
LINC01185	1.1397775	0.520476	189	1.7785311324564	NONE
HTRA2	5.91421833333333	2.70494166666667	60	1.77627248129367	NONE
KAT8	14.1927833333333	6.49352833333333	180	1.77576550069801	NONE
FADS3	1.4432902	0.6605112	51	1.77538893871439	NONE
DCAF15	11.409194	5.222634	61	1.77502982677874	NONE
HAUS4	3.531809375	1.61693625	85	1.77482713711365	NONE
PDE6D	2.7912278	1.2781082	75	1.77457235618278	NONE
IL34	0.242841	0.111243	72	1.77397992163961	NONE
CKS2	6.58608	3.0191	145	1.77298395229777	NONE
CEP112	0.0462977333333333	0.0212301666666667	100	1.77250832527199	NONE
VSIG8	2.45702	1.12702	82	1.77207894285027	NONE
PQLC2	2.68684	1.232499	130	1.77200639539811	NONE
ZC3H12A	17.0792875	7.8390475	63	1.77117997795021	NONE
MAGIX	4.26121	1.95637	101	1.77076636425288	NONE
INPP5A	3.29021142857143	1.51098857142857	220	1.77037000514857	NONE
ACTL10	14.7714	6.78589	120	1.76987907818457	NONE
RP11-195F19.9	3.8322	1.76049	240	1.76987828329827	NONE
YPEL1	1.70642	0.784305333333333	224	1.7691679232483	NONE
HIGD1A	1.733896	0.7970966	130	1.76887334698276	NONE
UBXN1	17.985075	8.27031	100	1.76846932227814	NONE
C8orf58	10.535218	4.847474	63	1.76759756135946	NONE
FAM49B	6.133053	2.82258233333333	120	1.76727221338305	NONE
CCNL1	30.1758320833333	13.8878695833333	52	1.7672507073862	NONE
ATP6AP2	3.023611	1.39249952	67	1.76627817190787	NONE
MDK	30.0178769230769	13.8304761538462	140	1.76565357601866	NONE
APOBEC3G	6.0500675	2.7875575	63	1.76563213345516	NONE
KMT2B	12.3797575	5.704685	59	1.76544638260874	NONE
ZFYVE21	2.89577271428571	1.33615257142857	52	1.76354607637021	NONE
GGNBP2	12.4508042857143	5.74617142857143	65	1.76324845922238	NONE
ABHD3	4.07543444444444	1.88344888888889	158	1.76125943583696	NONE
SNX18	7.44109666666667	3.43901	142	1.7612044093484	NONE
AF011889.5	5.8954875	2.7248275	706	1.76112867400996	NONE
PDZD2	0.10523205	0.0486374	110	1.76111861122038	NONE
NETO2	0.3529255	0.163196	66	1.76044043585484	NONE
ADAM12	0.109688	0.0507449666666667	110	1.75975152582883	NONE
NCOA6	3.41363025	1.57951	181	1.75951218859967	NONE
RP11-428K3.1	19.9072	9.22132	159	1.75792758846152	NONE
ST3GAL6	1.11010370833333	0.514427458333333	63	1.757337366113	NONE
C9orf66	5.9435	2.75499	70	1.75694813070131	NONE
OTUD5	7.40284714285714	3.43353857142857	807	1.7560665282937	NONE
C2orf68	9.36409	4.34603	88	1.75512312659003	NONE
WDR45	7.54970797297297	3.5042072972973	51	1.75501517805102	NONE
CILP2	1.49943	0.696502	51	1.75389723111213	NONE
KPTN	1.38227	0.64208	51	1.75389693911274	NONE
NUDT16P1	3.91107	1.81674	51	1.75389385163975	NONE
TTC23L	0.209198	0.0971751	51	1.753892926039	NONE
NQO2	4.51755555555556	2.10027666666667	60	1.75264541764312	NONE
RERE	4.53298082352941	2.10858705882353	111	1.75186592885595	NONE
RP11-823E8.3	12.5741	5.8559	115	1.75017477880939	NONE
ABHD16A	6.96582636363636	3.24549818181818	76	1.74953702285082	NONE
RP11-70C1.3	0.538513	0.250904	147	1.74952816108642	NONE
MAT2A	20.726206	9.657568	173	1.74940667410345	NONE
AP1G1	7.6947758	3.586092	55	1.74914925064794	NONE
TESK1	3.16092333333333	1.47330666666667	51	1.74897074659254	NONE
ADAP1	6.57992588235294	3.06951411764706	139	1.74774348730725	NONE
UGDH	1.4059995	0.656027166666667	67	1.74745107621504	NONE
RP11-732A19.2	10.7328	5.0087	64	1.7472008505061	NONE
MT-ND4L	53.0858	24.7737	64	1.74719910933837	NONE
RP5-1042I8.7	11.6015	5.41412	64	1.74719503871573	NONE
PRCP	2.07708415384615	0.969941769230769	110	1.7462720856805	NONE
NFKBIE	10.53048	4.91749	230	1.74625963425361	NONE
STARD3	4.38368576923077	2.04724576923077	51	1.74614253981374	NONE
SCNN1A	0.644033857142857	0.300795428571429	59	1.74603635138138	NONE
DONSON	5.11454777777778	2.39245466666667	51	1.74379755544075	NONE
PDLIM5	1.94960504347826	0.912635652173913	135	1.74275342867074	NONE
GTF2F1	5.284865	2.47475	148	1.7422662872141	NONE
RP11-347I19.8	18.3742	8.61138	334	1.74104753913967	NONE
ZNF316	6.46696666666667	3.03157666666667	62	1.74070332575549	NONE
EIF5A	26.3327636363636	12.34634	313	1.74045797348994	NONE
DTX2	2.06527210526316	0.968770736842105	59	1.73978714046512	NONE
PRKAG1	7.85942529411765	3.68698	251	1.73966669070979	NONE
SSPO	1.83325133333333	0.860268666666667	101	1.73922785104064	NONE
NRP1	0.0924726	0.04342015	59	1.7383437020635	NONE
HDAC7	9.13029035714286	4.28723357142857	70	1.73829618185484	NONE
LNPK	1.88113814285714	0.883651571428571	119	1.7377387330912	NONE
LRRC20	0.229086	0.107624385714286	62	1.73756675087649	NONE
YY1	9.027284	4.241962	56	1.73724275779072	NONE
LA16c-316G12.2	10.0664	4.73033	103	1.73721755225516	NONE
HECW2	2.113862575	0.993527375	53	1.73693242338002	NONE
CCNI	5.67380375	2.66793375	111	1.73627586769432	NONE
DAB2	0.409046	0.192420875	52	1.73568023244152	NONE
RBM12	9.94591333333333	4.67911	414	1.73555217412667	NONE
FDX2	7.650995	3.59980166666667	75	1.73541241702514	NONE
RAPGEF4	0.0569227	0.0267828666666667	52	1.73537616803139	NONE
GATSL2	0.473145	0.222621	116	1.73537514935912	NONE
PLXNA3	3.290573	1.548435	57	1.7352104641207	NONE
HSPA2	10.7896266666667	5.0775	74	1.73513716649704	NONE
NEK6	4.22700066666667	1.990208	362	1.73439758208891	NONE
USP4	6.48301846153846	3.05306769230769	53	1.73408856339338	NONE
HIST2H2AC	169.793	80.0063	271	1.73327392905859	NONE
RAB35	8.09338	3.81483166666667	75	1.73280539565778	NONE
SEZ6L	0.0818451166666667	0.03858065	71	1.73270134954838	NONE
RP11-702F3.3	0.323965	0.152713	71	1.7326975376658	NONE
TYK2	6.825653125	3.219415625	65	1.73185071878634	NONE
HMGCS1	3.933748	1.855544	170	1.73174478768726	NONE
RP13-766D20.2	6.554135	3.09177	203	1.73165484902759	NONE
RBM4B	3.823854	1.8040122	86	1.73150080447384	NONE
NXF1	17.9190014375	8.454785625	51	1.73133262266583	NONE
CASZ1	1.33252825	0.62920775	230	1.73024023244495	NONE
RPL12	25.73525	12.154875	392	1.7298931998621	NONE
NUP210L	0.3882715	0.183712	259	1.72730240757061	NONE
RNF44	22.3876	10.59501375	66	1.72699687571135	NONE
KIAA0753	2.182161375	1.03271725	64	1.72699494547053	NONE
RP11-274J16.5	56.0231	26.5133	136	1.72698802787191	NONE
