id	bedgraph/WB_pCRO_HK1_1910	bedgraph/WB_pCRO_HK2_1910	bedgraph/WB_pCRO_HK3_1910	bedgraph/WB_pCRO_HK4_1910	bedgraph/WB_pCRO_SL1_1910	bedgraph/WB_pChRO_EK6_2003	bedgraph/WB_pChRO_EK33_2003	bedgraph/WB_pChRO_EK45_2003	bedgraph/WB_pChRO_EK52_2003	bedgraph/WB_pChRO_EK53_2003
chr15:42920600-42921200;prm:TTBK2:42920809:-;-	35	59	45	101	26	1	7	1	1	3
chr15:42920600-42921200;prm:TTBK2:42920809:-;+	7	5	4	18	4	0	0	3	0	0
chr15:43105300-43105400;enhP:UBR1:43106088:-;+	0	0	0	0	0	0	0	0	0	0
chr15:43105500-43106500;prm:UBR1:43106088:-;-	24	54	31	101	15	22	53	58	14	8
chr15:43105500-43106500;prm:UBR1:43106088:-;+	52	73	63	134	14	5	18	20	5	1
chr15:43123050-43123350;enhD:TMEM62:43133523:+;-	3	10	4	12	6	3	10	8	1	1
chr15:43123050-43123350;enhD:TMEM62:43133523:+;+	1	0	1	1	0	0	0	0	0	0
chr15:43133250-43134500;prm:TMEM62:43133523:+;-	14	30	23	68	8	13	17	6	0	1
chr15:43133250-43134500;prm:TMEM62:43133523:+;+	76	99	113	207	24	78	103	68	33	12
chr15:43185100-43185500;prm:CCNDBP1:43185267:+;-	0	2	1	1	1	3	13	7	0	0
chr15:43185100-43185500;prm:CCNDBP1:43185267:+;+	58	96	60	166	29	4	9	7	1	7
chr15:43185800-43186500;enhG:TMEM62:43133523:+;-	7	13	11	21	3	8	19	16	7	7
chr15:43270600-43271000;enhD:ADAL:43330355:+;-	6	14	4	15	2	0	0	0	0	0
chr15:43270600-43271000;enhD:ADAL:43330355:+;+	2	2	1	4	3	0	0	0	0	0
chr15:43329700-43331000;prm:LCMT2:43330622:-;-	125	201	185	317	58	53	198	111	25	18
chr15:43329700-43331000;prm:ADAL:43330355:+;+	58	72	66	94	10	10	18	19	4	2
chr15:43370400-43370700;enhP:TUBGCP4:43371058:-;+	0	0	0	1	0	0	0	0	0	0
chr15:43370750-43371150;prm:TUBGCP4:43371058:+;-	34	55	40	74	7	8	25	20	15	15
chr15:43370750-43371150;prm:TUBGCP4:43371058:+;+	5	14	12	14	3	2	0	0	2	1
chr15:43493000-43493400;prm:TP53BP1:43493156:-;-	22	33	33	56	7	4	11	12	0	0
chr15:43493000-43493400;prm:TP53BP1:43493156:-;+	0	2	1	3	0	0	0	0	0	0
chr15:43510600-43511000;prm:TP53BP1:43510509:-;-	17	33	21	72	7	0	2	0	0	0
chr15:43510600-43511000;prm:TP53BP1:43510509:-;+	0	3	0	1	0	0	0	0	0	0
chr15:43746000-43746550;prm:CATSPER2P1:43746298:-;-	23	40	27	52	14	18	77	19	9	9
chr15:43746000-43746550;prm:PDIA3:43746391:+;+	129	274	236	477	68	19	24	27	25	10
chr15:43746750-43746950;enhP:CATSPER2P1:43746298:+;-	3	2	2	11	1	7	41	19	6	3
chr15:43747000-43747200;enhP:CATSPER2P1:43746298:+;-	1	1	1	5	0	1	7	0	0	0
chr15:43792050-43792350;prm:SERF2:43791975:+;-	2	0	0	3	0	0	6	0	0	0
chr15:43792050-43792350;prm:SERF2:43791975:+;+	0	4	3	6	0	1	6	5	0	0
chr15:43793100-43793600;prm:MIR1282:43793759:-;-	1	0	1	5	0	2	3	3	7	1
chr15:43793100-43793600;prm:MIR1282:43793759:-;+	3	4	4	12	1	21	21	14	11	5
chr15:43793850-43794000;prm:MIR1282:43793759:-;-	0	0	0	0	0	0	0	0	0	3
chr15:43793850-43794000;prm:MIR1282:43793759:-;+	0	0	1	1	2	4	3	1	0	1
chr15:43801750-43801850;enhG:MFAP1:43824753:-;+	0	2	0	1	0	0	0	0	0	0
chr15:43824350-43825000;prm:MFAP1:43824753:-;-	75	58	59	160	26	8	28	27	6	6
chr15:43824350-43825000;prm:MFAP1:43824753:-;+	1	4	1	7	0	2	10	4	4	2
chr15:43826850-43827000;prm:WDR76:43826913:+;-	0	2	13	6	1	1	4	0	0	0
chr15:43826850-43827000;prm:WDR76:43826913:+;+	0	0	0	0	0	1	4	6	0	0
chr15:44195250-44195450;prm:FRMD5:44195294:-;-	0	0	0	1	0	0	0	0	0	0
chr15:44195250-44195450;prm:FRMD5:44195294:-;+	0	0	0	0	0	0	0	0	0	0
chr15:44287500-44289300;prm:CASC4:44288710:+;-	20	25	24	66	13	1	1	0	0	0
chr15:44287500-44289300;prm:CASC4:44288710:+;+	76	92	59	171	23	6	6	34	0	1
chr15:44426550-44428000;prm:CTDSPL2:44427380:+;-	36	49	37	129	10	15	35	27	9	5
chr15:44426550-44428000;prm:CTDSPL2:44427380:+;+	83	150	130	303	45	6	23	13	8	2
chr15:44535950-44538000;prm:EIF3J-AS1:44536900:-;-	98	132	126	265	43	45	81	46	33	15
chr15:44535950-44538000;prm:EIF3J:44537067:+;+	72	101	112	202	31	61	283	118	50	23
chr15:44662450-44664600;prm:SPG11:44663678:-;-	179	312	223	489	78	37	85	67	14	19
chr15:44662450-44664600;prm:SPG11:44663678:-;+	75	110	102	189	55	24	87	37	14	6
chr15:44682200-44682900;enhD:SPG11:44663678:-;-	4	8	4	11	1	1	4	0	0	0
chr15:44682200-44682900;enhD:SPG11:44663678:-;+	2	7	11	14	8	2	0	0	0	0
chr15:44683150-44683950;enhD:SPG11:44663678:-;-	9	32	25	36	8	0	0	0	2	0
chr15:44683150-44683950;enhD:SPG11:44663678:-;+	52	98	83	187	38	1	4	7	0	3
chr15:44710450-44710700;enhP:B2M:44711486:-;+	24	34	29	49	30	5	6	1	0	0
chr15:44710950-44711600;prm:B2M:44711486:+;-	254	301	305	648	113	63	229	142	26	16
chr15:44710950-44711600;prm:B2M:44711486:+;+	461	698	593	1199	226	24	91	92	38	25
chr15:44711950-44713000;enhP:B2M:44711486:+;-	33	55	60	74	28	7	43	28	9	2
chr15:44726600-44726750;enhG:B2M:44711486:+;-	108	179	149	235	109	3	10	5	2	2
chr15:44728550-44728650;enhG:B2M:44711486:+;-	29	36	32	57	15	2	10	1	0	1
chr15:44728800-44729000;prm:LOC100419583:44728987:+;-	2	2	0	5	1	0	4	0	0	0
chr15:44728800-44729000;prm:LOC100419583:44728987:+;+	0	4	0	4	1	5	13	1	3	4
chr15:44736100-44736200;prm:TRIM69:44736361:+;-	0	0	2	1	1	0	3	0	0	0
chr15:44736100-44736200;prm:TRIM69:44736361:+;+	2	1	2	5	0	0	0	0	0	0
chr15:44784050-44784900;enhG:TRIM69:44736361:+;-	16	14	16	49	12	4	16	11	0	0
chr15:45022950-45023200;prm:SORD:45023103:+;-	12	17	18	36	4	0	0	0	2	1
chr15:45022950-45023200;prm:SORD:45023103:+;+	3	5	2	9	4	0	0	0	0	0
chr15:45048400-45048500;enhG:SORD:45023103:+;-	0	0	2	1	0	0	0	0	0	0
chr15:45048550-45049500;enhG:SORD:45023103:+;-	19	26	25	29	12	0	8	0	3	1
chr15:45057000-45057150;enhG:SORD:45023103:+;-	3	0	1	2	0	0	0	0	0	0
chr15:45058350-45059000;enhG:SORD:45023103:+;-	13	19	20	25	8	0	3	3	0	0
chr15:45165950-45167500;enhG:SHF:45187967:-;+	32	42	50	46	5	0	2	0	4	1
chr15:45187950-45188100;prm:SHF:45187967:-;-	0	0	2	0	0	0	0	0	0	0
chr15:45187950-45188100;prm:SHF:45187967:-;+	0	0	0	0	0	0	0	0	0	0
chr15:45200350-45200750;enhP:SHF:45201175:-;+	59	99	75	209	27	12	57	32	14	7
chr15:45200900-45201000;prm:SHF:45201175:-;-	2	1	1	4	0	0	2	0	0	0
chr15:45200900-45201000;prm:SHF:45201175:-;+	6	15	4	13	1	2	6	0	0	1
chr15:45279100-45279500;prm:LOC101928414:45279222:-;-	64	61	43	159	15	0	0	0	0	0
chr15:45279100-45279500;prm:LOC101928414:45279222:-;+	17	34	26	52	11	0	0	3	0	0
chr15:45378450-45378700;prm:GATM:45378782:-;-	2	2	6	22	0	2	7	0	1	1
chr15:45378450-45378700;prm:GATM:45378782:-;+	0	0	0	1	0	0	0	0	0	0
chr15:45401750-45403600;prm:SPATA5L1:45402320:+;-	115	164	124	330	52	11	33	31	14	8
chr15:45401750-45403600;prm:SPATA5L1:45402320:+;+	159	259	192	423	88	34	48	24	40	16
chr15:45522250-45522850;prm:SLC30A4:45522804:-;-	30	45	54	106	15	5	2	2	0	0
chr15:45522250-45522850;prm:SLC30A4:45522804:-;+	0	1	4	5	0	0	3	0	0	0
chr15:45586600-45588300;prm:BLOC1S6:45587122:+;-	130	213	198	374	71	29	104	71	33	11
chr15:45586600-45588300;prm:BLOC1S6:45587122:+;+	75	83	100	172	31	20	41	44	21	8
chr15:45634450-45635450;prm:SQRDL:45634739:+;-	38	64	62	117	42	5	25	5	7	0
chr15:45634450-45635450;prm:SQRDL:45634739:+;+	101	200	177	309	83	15	14	11	13	10
chr15:48177800-48178000;enhP:MYEF2:48178361:-;+	1	1	4	3	0	0	1	0	0	0
chr15:48178150-48178400;prm:MYEF2:48178361:-;-	8	15	21	33	4	0	0	2	1	1
chr15:48178150-48178400;prm:MYEF2:48178361:-;+	0	0	0	2	0	0	0	0	0	0
chr15:48311850-48312450;enhD:DUT:48331423:+;-	16	23	15	30	14	0	0	0	0	0
chr15:48311850-48312450;enhD:DUT:48331423:+;+	18	6	12	23	9	0	0	0	0	0
chr15:48313150-48313500;enhD:DUT:48331423:+;-	33	39	21	61	22	0	1	4	0	0
chr15:48313150-48313500;enhD:DUT:48331423:+;+	0	0	1	3	2	0	0	0	0	0
chr15:48329950-48330200;enhP:DUT:48331423:-;+	0	4	3	1	1	0	0	0	0	0
chr15:48330450-48332500;prm:DUT:48331423:+;-	230	438	330	583	118	28	20	3	15	6
chr15:48330450-48332500;prm:DUT:48331423:+;+	186	304	258	433	59	9	18	10	0	0
chr15:48644950-48645400;enhP:FBN1:48645788:-;+	1	0	0	2	0	0	0	0	0	0
chr15:48645550-48646000;prm:FBN1:48645788:-;-	0	0	1	11	0	0	1	0	0	0
chr15:48645550-48646000;prm:FBN1:48645788:-;+	0	1	0	0	0	0	0	0	0	0
chr15:48810300-48810700;enhP:CEP152:48811146:-;+	2	1	4	12	0	2	1	0	0	0
chr15:48810850-48811300;prm:CEP152:48811146:-;-	15	33	17	65	11	6	2	12	0	0
chr15:48810850-48811300;prm:CEP152:48811146:-;+	0	0	0	2	0	0	0	0	0	0
chr15:48877950-48878350;prm:EID1:48878092:+;-	12	23	22	51	6	0	0	0	0	0
chr15:48877950-48878350;prm:EID1:48878092:+;+	71	88	68	224	30	2	10	6	8	4
chr15:48878450-48878600;enhP:EID1:48878092:+;-	0	0	1	0	0	0	0	0	0	1
chr15:48975750-48975900;enhG:SECISBP2L:49046563:-;+	0	0	0	0	0	0	0	0	0	0
chr15:49045450-49045800;enhP:SECISBP2L:49046563:-;+	0	0	0	0	0	0	0	0	0	0
chr15:49045850-49045950;enhP:SECISBP2L:49046563:-;+	0	0	0	4	0	0	0	0	0	0
chr15:49046300-49046500;prm:SECISBP2L:49046563:-;-	40	88	56	107	25	1	3	7	3	1
chr15:49046300-49046500;prm:SECISBP2L:49046563:-;+	0	0	0	0	0	0	6	1	0	0
chr15:49154950-49155200;enhP:GALK2:49155758:-;+	1	0	1	1	0	1	0	2	0	0
chr15:49155250-49155900;prm:COPS2:49155657:-;-	27	38	38	85	18	8	20	13	8	7
chr15:49155250-49155900;prm:GALK2:49155758:+;+	22	19	30	70	10	3	6	7	0	0
chr15:49170000-49170350;prm:GALK2:49170015:+;-	42	31	27	60	13	0	0	1	0	0
chr15:49170000-49170350;prm:GALK2:49170015:+;+	43	40	46	125	19	0	4	10	1	1
chr15:49620800-49621000;prm:FAM227B:49620921:-;-	9	16	9	33	2	0	9	3	3	1
chr15:49620800-49621000;prm:DTWD1:49621028:+;+	0	0	0	0	0	0	2	0	1	2
chr15:50112950-50113450;prm:ATP8B4:50113316:-;-	1	5	8	3	5	0	0	0	0	0
chr15:50112950-50113450;prm:ATP8B4:50113316:-;+	4	9	5	11	1	0	0	0	0	0
chr15:50182300-50182400;prm:SLC27A2:50182195:+;-	0	0	0	0	0	0	0	0	0	0
chr15:50182300-50182400;prm:SLC27A2:50182195:+;+	0	3	2	9	0	0	0	0	0	0
chr15:50352950-50353050;enhP:GABPB1-AS1:50354173:-;+	0	0	0	0	0	0	0	0	0	0
chr15:50353100-50355500;prm:FLJ10038:50354879:-;-	236	388	361	577	124	109	286	147	72	38
chr15:50353100-50355500;prm:GABPB1-AS1:50354173:+;+	196	248	257	474	98	49	277	61	30	24
chr15:50424100-50424500;prm:USP8:50424376:+;-	73	159	121	181	25	3	16	1	0	0
chr15:50424100-50424500;prm:USP8:50424376:+;+	26	45	33	65	8	6	22	22	7	4
chr15:50685950-50686500;enhP:TRPM7:50686815:-;+	1	4	12	5	2	3	12	6	1	1
chr15:50686550-50687000;prm:TRPM7:50686815:-;-	72	187	165	308	30	12	51	38	16	13
chr15:50686550-50687000;prm:TRPM7:50686815:-;+	32	53	58	115	20	2	27	6	3	1
chr15:50765500-50765750;prm:SPPL2A:50765713:-;-	98	236	225	412	52	45	193	75	28	22
chr15:50765500-50765750;prm:SPPL2A:50765713:-;+	97	168	142	263	52	10	6	29	0	0
chr15:50907150-50907550;enhP:AP4E1:50908671:-;+	3	2	3	6	2	5	21	14	2	0
chr15:50907600-50909000;prm:AP4E1:50908671:+;-	41	61	48	128	10	21	85	24	27	9
chr15:50907600-50909000;prm:AP4E1:50908671:+;+	71	133	86	205	37	60	321	87	27	8
chr15:51621550-51623550;prm:DMXL2:51622770:-;-	123	192	157	280	83	4	3	6	3	1
chr15:51621550-51623550;prm:DMXL2:51622770:-;+	59	85	79	162	54	1	14	10	0	2
chr15:51629450-51629950;enhD:DMXL2:51622770:-;-	6	9	6	10	5	0	0	0	0	0
chr15:51629450-51629950;enhD:DMXL2:51622770:-;+	1	3	4	8	3	0	0	2	1	1
chr15:51731400-51732200;enhG:LYSMD2:51738123:-;+	10	12	13	23	8	0	5	3	0	0
chr15:51736450-51738200;prm:LYSMD2:51738123:-;-	38	118	100	167	51	9	17	11	19	5
chr15:51736450-51738200;prm:LYSMD2:51738123:-;+	151	247	208	329	83	34	63	25	19	6
chr15:51751450-51751700;prm:LYSMD2:51751453:-;-	0	1	0	1	0	0	5	0	0	0
chr15:51751450-51751700;prm:TMOD2:51751560:+;+	14	34	27	54	5	0	0	0	0	0
chr15:51752250-51752400;enhP:LYSMD2:51751453:+;-	2	0	0	1	0	0	0	0	0	0
chr15:51829450-51830750;prm:TMOD3:51829627:+;-	8	7	6	22	3	5	8	4	0	1
chr15:51829450-51830750;prm:TMOD3:51829627:+;+	156	294	192	440	97	38	47	14	13	9
chr15:51971350-51971500;enhP:LEO1:51971801:-;+	0	0	3	9	0	0	1	0	0	0
chr15:51971600-51971950;prm:LEO1:51971801:-;-	58	79	74	190	28	7	2	17	2	1
chr15:51971600-51971950;prm:LEO1:51971801:-;+	21	18	19	42	12	0	0	0	0	0
chr15:52018950-52020500;prm:MAPK6:52019213:+;-	19	19	13	61	9	8	24	18	8	5
chr15:52018950-52020500;prm:MAPK6:52019213:+;+	68	92	78	226	30	70	273	113	68	19
chr15:52178950-52181000;prm:GNB5:52179965:-;-	109	150	156	320	43	53	122	76	28	10
chr15:52178950-52181000;prm:LOC100129973:52180025:+;+	99	197	170	354	60	66	105	76	40	8
chr15:52220950-52221500;enhG:LOC100129973:52180025:+;-	2	1	0	1	0	0	3	0	0	0
chr15:52221700-52222150;enhG:LOC100129973:52180025:+;-	3	1	1	6	1	0	0	0	0	0
chr15:52234500-52234950;enhD:LOC100129973:52180025:+;-	17	17	10	37	14	1	3	1	1	0
chr15:52234500-52234950;enhD:LOC100129973:52180025:+;+	6	13	13	19	2	0	0	0	0	0
chr15:52235100-52235700;enhD:LOC100129973:52180025:+;-	7	8	9	14	5	0	0	0	0	0
chr15:52235100-52235700;enhD:LOC100129973:52180025:+;+	16	12	6	36	3	0	0	0	0	0
chr15:52527950-52528300;enhG:ARPP19:52569132:-;+	4	7	1	5	0	0	0	0	0	1
chr15:52528400-52529500;prm:MYO5A:52529050:-;-	114	240	148	316	38	25	47	23	19	7
chr15:52528400-52529500;prm:MYO5A:52529050:-;+	42	93	48	127	24	5	15	16	7	2
chr15:52567950-52568750;enhG:FAM214A:52678634:-;+	2	4	4	4	2	2	11	23	0	0
chr15:52568800-52569300;prm:ARPP19:52569132:-;-	84	154	109	216	28	4	14	6	13	5
chr15:52568800-52569300;prm:ARPP19:52569132:-;+	1	1	7	7	0	4	9	2	0	0
chr15:52677800-52679500;prm:FAM214A:52678634:-;-	74	141	99	187	26	24	42	29	19	12
chr15:52677800-52679500;prm:FAM214A:52678634:-;+	17	27	19	58	6	11	30	15	0	1
chr15:52709800-52709950;enhD:FAM214A:52678634:-;-	0	0	0	1	0	0	0	0	0	0
chr15:52709800-52709950;enhD:FAM214A:52678634:-;+	0	0	0	0	0	0	0	0	0	0
chr15:52790300-52790500;enhD:FAM214A:52678634:-;-	0	0	0	9	0	0	0	0	0	0
chr15:52790300-52790500;enhD:FAM214A:52678634:-;+	0	0	0	0	0	0	0	0	0	0
chr15:55196900-55197050;prm:RSL24D1:55197033:-;-	3	2	8	4	0	0	0	2	3	1
chr15:55196900-55197050;prm:RSL24D1:55197033:-;+	0	3	0	2	0	1	0	5	0	0
chr15:55221450-55221550;enhG:RAB27A:55289815:-;+	1	4	0	3	0	0	0	0	0	0
chr15:55267450-55267850;enhG:RAB27A:55289815:-;+	4	9	2	10	3	10	46	50	6	2
chr15:55288950-55290500;prm:RAB27A:55289815:-;-	52	92	62	96	23	30	98	84	7	9
chr15:55288950-55290500;prm:RAB27A:55289815:-;+	53	64	54	108	23	17	109	63	13	7
chr15:55290800-55290900;enhP:RAB27A:55289815:+;-	0	0	0	1	0	0	0	0	0	0
chr15:55318350-55320450;prm:PIGBOS1:55319194:-;-	104	202	177	287	78	15	32	33	16	11
chr15:55318350-55320450;prm:PIGB:55318934:+;+	99	164	137	246	46	8	25	11	10	10
chr15:55394800-55394950;enhG:CCPG1:55408376:-;+	0	0	0	0	0	0	0	0	0	0
chr15:55407500-55408500;prm:CCPG1:55408376:-;-	74	155	139	254	34	27	76	27	22	8
chr15:55407500-55408500;prm:C15orf65:55408524:+;+	4	11	10	12	2	3	17	25	1	3
chr15:55498300-55498500;prm:DYX1C1-CCPG1:55498584:-;-	2	0	0	2	0	0	0	2	0	0
chr15:55498300-55498500;prm:DYX1C1-CCPG1:55498584:-;+	3	10	10	11	1	0	0	0	0	0
chr15:55587800-55587950;enhP:PYGO1:55588852:-;+	0	0	0	0	0	0	0	0	0	0
chr15:55588050-55588750;prm:PYGO1:55588852:-;-	0	1	0	27	0	0	0	0	0	0
chr15:55588050-55588750;prm:PYGO1:55588852:-;+	0	1	0	29	0	0	1	0	0	0
chr15:55742900-55743300;prm:PRTG:55743119:-;-	0	0	0	7	0	0	0	0	0	0
chr15:55742900-55743300;prm:PRTG:55743119:-;+	0	0	0	9	0	0	0	0	0	0
chr15:55992850-55994100;prm:NEDD4:55993746:-;-	6	13	9	43	3	1	0	2	0	0
chr15:55992850-55994100;prm:NEDD4:55993746:-;+	7	12	6	31	0	0	0	0	0	0
chr15:56043300-56043400;enhD:NEDD4:55993746:-;-	0	0	0	0	0	0	0	0	0	0
chr15:56043300-56043400;enhD:NEDD4:55993746:-;+	0	0	0	0	0	0	0	0	0	0
chr15:56043550-56043900;enhD:NEDD4:55993746:-;-	0	0	0	1	0	0	0	0	0	0
chr15:56043550-56043900;enhD:NEDD4:55993746:-;+	0	1	0	0	0	0	0	0	0	0
chr15:56242950-56243400;prm:RFX7:56243285:-;-	3	3	1	14	1	3	0	1	0	0
chr15:56242950-56243400;prm:RFX7:56243285:-;+	0	1	5	5	1	0	0	0	0	0
chr15:56243600-56244250;enhP:RFX7:56243285:+;-	29	93	54	107	7	15	26	27	2	1
chr15:56244300-56245300;enhP:RFX7:56243285:+;-	2	6	2	29	4	0	0	0	3	0
chr15:56365250-56365500;prm:TEX9:56365423:+;-	3	5	7	24	3	0	0	0	0	0
chr15:56365250-56365500;prm:TEX9:56365423:+;+	0	1	1	3	0	0	0	0	0	0
chr15:56732850-56733600;enhD:LOC145783:56918499:-;-	51	65	75	136	21	3	2	7	0	3
chr15:56732850-56733600;enhD:LOC145783:56918499:-;+	20	25	24	53	7	1	3	2	1	1
chr15:56886450-56887500;enhG:LOC145783:56918499:-;+	74	85	90	112	10	8	12	8	4	0
chr15:56917600-56918800;prm:LOC145783:56918499:-;-	24	39	32	90	18	15	96	29	2	1
chr15:56917600-56918800;prm:TCF12:56918634:+;+	24	32	36	91	12	0	4	0	2	2
chr15:56918900-56920000;enhP:LOC145783:56918499:+;-	5	14	4	31	3	12	63	24	7	2
chr15:57281100-57281250;enhG:TCF12:56918634:+;-	1	1	0	3	0	0	0	0	0	0
chr15:57281450-57281850;enhG:TCF12:56918634:+;-	1	1	2	8	0	0	0	0	0	0
chr15:57299650-57300350;prm:LINC00926:57300364:+;-	23	24	22	38	7	1	4	0	0	0
chr15:57299650-57300350;prm:LINC00926:57300364:+;+	6	3	8	13	0	0	2	0	7	3
chr15:57376450-57376650;prm:CGNL1:57376504:+;-	0	0	0	4	0	0	0	0	0	0
chr15:57376450-57376650;prm:CGNL1:57376504:+;+	0	0	0	10	0	0	0	0	0	0
chr15:57587100-57587400;enhD:POLR2M:57706520:+;-	1	0	0	1	0	0	0	0	0	0
chr15:57587100-57587400;enhD:POLR2M:57706520:+;+	5	0	2	5	2	0	0	0	0	0
chr15:57706450-57706800;prm:POLR2M:57706520:+;-	7	38	30	43	19	0	2	6	4	1
chr15:57706450-57706800;prm:POLR2M:57706520:+;+	12	30	13	65	9	2	9	1	2	1
chr15:57707000-57707500;enhP:POLR2M:57706520:+;-	8	7	3	21	1	0	0	0	0	0
chr15:58065600-58065950;prm:ALDH1A2:58065923:-;-	2	2	0	4	0	0	0	0	0	0
chr15:58065600-58065950;prm:ALDH1A2:58065923:-;+	0	0	0	6	1	0	0	0	0	0
chr15:58138450-58138600;enhD:ALDH1A2:58065923:-;-	0	0	2	2	0	0	0	0	0	0
chr15:58138450-58138600;enhD:ALDH1A2:58065923:-;+	16	20	20	30	18	1	0	2	4	0
chr15:58139800-58140450;enhD:ALDH1A2:58065923:-;-	41	69	56	120	34	4	8	6	7	5
chr15:58139800-58140450;enhD:ALDH1A2:58065923:-;+	22	44	24	55	14	1	0	4	3	0
chr15:58140950-58141500;enhD:ALDH1A2:58065923:-;-	3	9	8	20	5	0	0	0	0	0
chr15:58140950-58141500;enhD:ALDH1A2:58065923:-;+	15	21	22	27	2	0	0	0	0	2
chr15:58146550-58147050;enhD:ALDH1A2:58065923:-;-	60	59	56	115	50	6	20	14	1	1
chr15:58146550-58147050;enhD:ALDH1A2:58065923:-;+	12	16	20	25	1	3	0	0	2	1
chr15:58331850-58332000;enhD:ALDH1A2:58065923:-;-	0	0	1	0	0	1	1	0	0	0
chr15:58331850-58332000;enhD:ALDH1A2:58065923:-;+	0	1	0	4	0	1	1	1	0	0
chr15:58332100-58332400;enhD:ALDH1A2:58065923:-;-	1	2	0	3	0	0	0	0	0	0
chr15:58332100-58332400;enhD:ALDH1A2:58065923:-;+	1	0	2	7	1	0	0	0	0	0
chr15:58410250-58410550;enhD:ALDH1A2:58065923:-;-	6	10	10	18	4	0	0	0	0	0
chr15:58410250-58410550;enhD:ALDH1A2:58065923:-;+	1	0	0	2	0	0	0	0	0	0
chr15:58521600-58521700;enhD:FAM63B:58771193:+;-	0	0	0	0	0	0	0	0	0	0
chr15:58521600-58521700;enhD:FAM63B:58771193:+;+	0	0	0	0	0	0	0	0	0	0
chr15:58748350-58749200;enhD:FAM63B:58771193:+;-	18	23	13	32	4	15	11	2	0	1
chr15:58748350-58749200;enhD:FAM63B:58771193:+;+	10	11	9	25	7	4	19	5	5	0
chr15:58749450-58749700;enhD:FAM63B:58771193:+;-	42	85	47	104	30	4	1	2	5	2
chr15:58749450-58749700;enhD:FAM63B:58771193:+;+	0	1	0	2	2	0	1	4	0	1
chr15:58770450-58771450;prm:FAM63B:58771193:+;-	19	39	25	85	16	5	13	7	1	6
chr15:58770450-58771450;prm:FAM63B:58771193:+;+	51	100	69	160	29	12	17	8	7	2
chr15:58771550-58772200;enhP:FAM63B:58771193:+;-	1	5	1	25	2	0	0	2	0	0
chr15:58932950-58934000;prm:SLTM:58933676:-;-	204	407	333	642	100	74	249	96	62	25
chr15:58932950-58934000;prm:SLTM:58933676:-;+	95	161	133	310	43	13	42	25	9	13
chr15:58987300-58988550;prm:RNF111:58987665:+;-	16	13	10	64	7	3	5	13	0	0
chr15:58987300-58988550;prm:RNF111:58987665:+;+	237	361	231	492	96	45	162	90	36	14
chr15:59104950-59105050;prm:CCNB2:59105084:+;-	0	0	0	1	0	0	0	0	0	0
chr15:59104950-59105050;prm:CCNB2:59105084:+;+	1	1	4	0	0	0	0	0	0	0
chr15:59371950-59372350;enhP:MYO1E:59372872:-;+	0	8	1	8	2	0	0	0	0	0
chr15:59372600-59373050;prm:MYO1E:59372872:-;-	5	14	16	63	7	2	0	0	0	0
chr15:59372600-59373050;prm:MYO1E:59372872:-;+	0	1	1	3	1	0	0	0	0	0
chr15:59399450-59399650;enhD:MYO1E:59372872:-;-	0	0	0	0	0	0	0	0	0	0
chr15:59399450-59399650;enhD:MYO1E:59372872:-;+	0	0	0	0	0	0	0	0	0	0
chr15:59524250-59524600;enhD:GTF2A2:59657538:-;-	9	17	14	13	12	0	0	3	0	0
chr15:59524250-59524600;enhD:GTF2A2:59657538:-;+	1	2	2	4	0	0	0	0	0	0
chr15:59657450-59657700;prm:GTF2A2:59657538:-;-	24	43	28	60	8	7	3	5	2	2
chr15:59657450-59657700;prm:GTF2A2:59657538:-;+	4	12	5	19	0	0	0	0	0	0
chr15:59687950-59688700;enhP:BNIP2:59688926:-;+	14	16	12	26	1	3	7	8	11	2
chr15:59688950-59690000;prm:BNIP2:59688926:-;-	77	114	127	225	31	37	163	51	21	8
chr15:59688950-59690000;prm:BNIP2:59688926:-;+	65	65	52	141	20	19	65	45	21	5
chr15:60396950-60397350;enhP:ANXA2:60397986:-;+	2	5	4	4	0	1	4	2	0	1
chr15:60397900-60398200;prm:ANXA2:60397986:-;-	33	38	52	159	14	26	85	55	7	3
chr15:60397900-60398200;prm:ANXA2:60397986:-;+	3	14	18	20	6	3	10	9	0	0
chr15:60398450-60398600;enhP:ANXA2:60397986:+;-	1	6	0	6	0	1	0	0	2	0
chr15:60398700-60399000;enhP:ANXA2:60397986:+;-	0	1	1	5	0	0	0	0	0	0
chr15:60478200-60478350;enhP:RORA-AS1:60479177:-;+	0	0	0	1	0	0	0	0	0	0
chr15:60478950-60479300;prm:ICE2:60479160:-;-	43	67	45	112	13	9	39	16	2	1
chr15:60478950-60479300;prm:RORA-AS1:60479177:+;+	41	68	61	121	12	7	40	15	17	7
chr15:60591050-60591800;enhP:RORA:60592508:-;+	8	9	4	30	0	4	21	16	4	0
chr15:60592400-60592650;prm:RORA:60592508:-;-	101	122	104	200	27	13	27	31	8	4
chr15:60592400-60592650;prm:RORA:60592508:-;+	0	0	0	3	0	0	0	0	0	0
chr15:60840750-60841500;enhD:RORA:60592508:-;-	6	7	8	23	4	1	1	3	0	0
chr15:60840750-60841500;enhD:RORA:60592508:-;+	17	26	19	31	10	2	5	7	0	0
chr15:62059450-62061000;prm:VPS13C:62060465:-;-	84	141	117	272	42	26	28	33	35	12
chr15:62059450-62061000;prm:VPS13C:62060465:-;+	24	25	18	41	8	9	41	41	24	7
