id	bedgraph/WB_pCRO_HK1_1910	bedgraph/WB_pCRO_HK2_1910	bedgraph/WB_pCRO_HK3_1910	bedgraph/WB_pCRO_HK4_1910	bedgraph/WB_pCRO_SL1_1910	bedgraph/WB_pChRO_EK6_2003	bedgraph/WB_pChRO_EK33_2003	bedgraph/WB_pChRO_EK45_2003	bedgraph/WB_pChRO_EK52_2003	bedgraph/WB_pChRO_EK53_2003
chr1:24154156-24187275;IFNLR1;-	27	42	35	112	17	6	16	10	3	3
chr1:24154156-24187275;IFNLR1;-	27	42	35	112	17	6	16	10	3	3
chr1:24200239-24211690;LOC284632;+	0	0	0	1	0	0	0	0	0	0
chr1:24319321-24355318;GRHL3;+	7	11	14	52	4	0	0	1	1	0
chr1:24319321-24364480;GRHL3;+	7	11	14	52	4	0	0	1	1	0
chr1:24319565-24355318;GRHL3;+	7	11	14	51	3	0	0	0	0	0
chr1:24323039-24355318;GRHL3;+	2	1	4	15	0	0	0	0	0	0
chr1:24356998-24413772;STPG1;-	32	58	47	132	17	9	12	5	1	1
chr1:24356998-24413772;STPG1;-	32	58	47	132	17	9	12	5	1	1
chr1:24356998-24413772;STPG1;-	32	58	47	132	17	9	12	5	1	1
chr1:24356998-24415097;STPG1;-	32	58	48	134	17	9	13	5	1	1
chr1:24415754-24472983;NIPAL3;+	89	224	128	281	56	48	5	8	22	20
chr1:24496332-24502360;RCAN3AS;-	28	55	33	69	15	9	22	8	4	0
chr1:24496332-24502360;RCAN3AS;-	28	55	33	69	15	9	22	8	4	0
chr1:24496332-24502360;RCAN3AS;-	28	55	33	69	15	9	22	8	4	0
chr1:24502350-24537020;RCAN3;+	211	373	260	467	121	63	91	36	21	19
chr1:24502350-24537020;RCAN3;+	211	373	260	467	121	63	91	36	21	19
chr1:24502896-24537020;RCAN3;+	163	316	212	381	99	53	68	25	14	15
chr1:24502896-24537020;RCAN3;+	163	316	212	381	99	53	68	25	14	15
chr1:24502896-24537020;RCAN3;+	163	316	212	381	99	53	68	25	14	15
chr1:24502896-24537020;RCAN3;+	163	316	212	381	99	53	68	25	14	15
chr1:24507593-24537020;RCAN3;+	53	188	91	154	46	43	40	17	12	12
chr1:24514313-24537020;RCAN3;+	40	149	70	111	37	27	21	12	12	12
chr1:24514313-24537020;RCAN3;+	40	149	70	111	37	27	21	12	12	12
chr1:24514313-24537020;RCAN3;+	40	149	70	111	37	27	21	12	12	12
chr1:24539273-24556024;LOC100506985;-	0	0	1	12	1	0	0	2	1	0
chr1:24556075-24609327;NCMAP;+	5	7	3	21	3	0	3	1	1	4
chr1:24643102-24673281;SRRM1;+	99	271	201	411	64	61	53	58	43	52
chr1:24643102-24673281;SRRM1;+	99	271	201	411	64	61	53	58	43	52
chr1:24643558-24673281;SRRM1;+	64	218	146	330	39	52	34	43	42	52
chr1:24745268-24844324;CLIC4;+	51	110	74	322	25	37	41	17	20	20
chr1:24899510-24930279;RUNX3;-	272	568	349	600	107	297	486	242	105	93
chr1:24899510-24965010;RUNX3;-	288	604	376	640	116	322	548	267	113	103
chr1:24899510-24965010;RUNX3;-	288	604	376	640	116	322	548	267	113	103
chr1:24919344-24919416;MIR6731;-	0	0	2	0	0	1	0	1	0	0
chr1:25023502-25023586;MIR4425;+	0	1	0	0	0	0	0	0	0	0
chr1:25222275-25232522;SYF2;-	74	142	93	154	37	32	49	36	25	35
chr1:25222275-25232522;SYF2;-	74	142	93	154	37	32	49	36	25	35
chr1:25242236-25247519;RSRP1;-	222	349	308	357	149	196	262	167	96	78
chr1:25242236-25247519;RSRP1;-	222	349	308	357	149	196	262	167	96	78
chr1:25242236-25247519;RSRP1;-	222	349	308	357	149	196	262	167	96	78
chr1:25272485-25330445;RHD;+	1	6	7	9	1	0	4	0	0	0
chr1:25272485-25330445;RHD;+	1	6	7	9	1	0	4	0	0	0
chr1:25272485-25330445;RHD;+	1	6	7	9	1	0	4	0	0	0
chr1:25272485-25330445;RHD;+	1	6	7	9	1	0	4	0	0	0
chr1:25272485-25330445;RHD;+	1	6	7	9	1	0	4	0	0	0
chr1:25272485-25330445;RHD;+	1	6	7	9	1	0	4	0	0	0
chr1:25272485-25330445;RHD;+	1	6	7	9	1	0	4	0	0	0
chr1:25272485-25330445;RHD;+	1	6	7	9	1	0	4	0	0	0
chr1:25338297-25362361;TMEM50A;+	136	315	231	364	72	40	32	27	23	16
chr1:25362248-25420872;RHCE;-	0	0	1	6	1	1	3	1	1	2
chr1:25362248-25420872;RHCE;-	0	0	1	6	1	1	3	1	1	2
chr1:25362248-25420872;RHCE;-	0	0	1	6	1	1	3	1	1	2
chr1:25362248-25420872;RHCE;-	0	0	1	6	1	1	3	1	1	2
chr1:25430857-25500207;TMEM57;+	77	169	116	233	30	93	118	73	36	34
chr1:25430857-25500207;TMEM57;+	77	169	116	233	30	93	118	73	36	34
chr1:25543584-25568886;LDLRAP1;+	123	237	154	288	75	39	18	11	12	12
chr1:25617467-25786207;MAN1C1;+	122	372	193	406	57	89	45	23	43	52
chr1:25617467-25786207;MAN1C1;+	122	372	193	406	57	89	45	23	43	52
chr1:25800175-25818222;SEPN1;+	40	67	46	125	5	16	5	5	5	3
chr1:25800175-25818222;SEPN1;+	40	67	46	125	5	16	5	5	5	3
chr1:25819905-25832942;MTFR1L;+	79	126	101	189	37	55	85	61	27	27
chr1:25819905-25832942;MTFR1L;+	79	126	101	189	37	55	85	61	27	27
chr1:25819953-25823606;LOC646471;-	10	20	15	59	2	24	38	17	12	7
chr1:25820192-25832942;MTFR1L;+	46	73	59	128	21	44	61	45	18	15
chr1:25820827-25832942;MTFR1L;+	26	50	42	77	13	23	29	25	11	8
chr1:25831912-25859458;AUNIP;-	4	3	5	79	2	1	1	0	2	3
chr1:25834005-25859458;AUNIP;-	4	3	5	75	2	1	1	0	2	3
chr1:25861483-25871253;PAQR7;-	8	17	20	22	1	1	1	0	0	0
chr1:25884185-25906502;STMN1;-	22	40	29	211	6	15	27	15	2	4
chr1:25900115-25906153;STMN1;-	7	12	11	65	1	9	15	5	2	1
chr1:25900115-25906502;STMN1;-	20	31	24	100	4	11	19	9	2	3
chr1:25900115-25906877;STMN1;-	20	31	24	100	4	14	22	11	4	4
chr1:25906361-25906454;MIR3917;-	5	3	1	5	0	0	0	0	0	0
chr1:25959766-25998157;PAFAH2;-	108	209	141	301	44	44	27	24	10	10
chr1:26021779-26036463;EXTL1;+	49	65	57	113	22	5	1	5	2	1
chr1:26038021-26046138;SLC30A2;-	1	0	1	1	0	0	0	0	0	0
chr1:26038021-26046138;SLC30A2;-	1	0	1	1	0	0	0	0	0	0
chr1:26051304-26067634;TRIM63;-	0	0	0	2	0	0	0	0	0	0
chr1:26111164-26125548;PDIK1L;+	52	82	70	172	24	8	7	8	5	4
chr1:26111776-26125548;PDIK1L;+	49	71	60	154	21	7	3	5	5	3
chr1:26111776-26125548;PDIK1L;+	49	71	60	154	21	7	3	5	5	3
chr1:26159019-26162628;FAM110D;+	0	0	0	11	1	0	0	0	1	0
chr1:26169896-26170873;ZNF593;+	15	27	28	53	9	2	2	0	2	2
chr1:26177489-26189884;CNKSR1;+	1	2	3	6	0	3	2	3	2	2
chr1:26177489-26189884;CNKSR1;+	1	2	3	6	0	3	2	3	2	2
chr1:26177489-26189884;CNKSR1;+	1	2	3	6	0	3	2	3	2	2
chr1:26190627-26202542;CATSPER4;+	7	16	8	20	3	0	1	1	1	1
chr1:26225319-26229840;LOC101928303;+	3	0	1	3	0	0	0	0	0	0
chr1:26234152-26278810;CEP85;+	67	84	85	318	32	28	23	12	14	13
chr1:26234152-26278810;CEP85;+	67	84	85	318	32	28	23	12	14	13
chr1:26234152-26278810;CEP85;+	67	84	85	318	32	28	23	12	14	13
chr1:26269282-26278810;CEP85;+	13	16	19	71	5	6	4	3	2	1
chr1:26279721-26281522;SH3BGRL3;+	92	113	120	173	51	17	19	7	4	2
chr1:26282281-26306704;UBXN11;-	107	188	146	266	79	21	28	13	9	4
chr1:26282281-26306704;UBXN11;-	107	188	146	266	79	21	28	13	9	4
chr1:26282281-26318265;UBXN11;-	147	252	187	364	99	22	32	16	10	7
chr1:26317919-26320523;CD52;+	116	176	136	211	63	4	13	2	2	2
chr1:26321858-26354130;AIM1L;-	7	9	6	34	3	1	3	6	2	3
chr1:26361633-26372794;ZNF683;-	20	25	8	25	0	2	2	0	1	0
chr1:26361633-26372794;ZNF683;-	20	25	8	25	0	2	2	0	1	0
chr1:26361633-26372794;ZNF683;-	20	25	8	25	0	2	2	0	1	0
chr1:26410767-26429728;LIN28A;+	0	0	3	3	0	0	1	0	1	0
chr1:26432281-26471304;DHDDS;+	54	153	96	183	32	19	21	20	14	8
chr1:26432281-26471304;DHDDS;+	54	153	96	183	32	19	21	20	14	8
chr1:26432281-26471304;DHDDS;+	54	153	96	183	32	19	21	20	14	8
chr1:26432281-26471304;DHDDS;+	54	153	96	183	32	19	21	20	14	8
chr1:26432281-26471304;DHDDS;+	54	153	96	183	32	19	21	20	14	8
chr1:26462756-26467537;LOC101928324;-	16	37	31	36	11	1	0	0	5	6
chr1:26462756-26467537;LOC101928324;-	16	37	31	36	11	1	0	0	5	6
chr1:26472410-26476642;HMGN2;+	91	136	115	192	48	32	15	9	8	7
chr1:26529757-26575029;RPS6KA1;+	585	1293	1030	1334	311	136	95	62	84	72
chr1:26545851-26575029;RPS6KA1;+	397	990	753	943	197	111	36	23	71	65
chr1:26554541-26554593;MIR1976;+	1	2	2	1	1	0	0	0	0	0
chr1:26696030-26782110;ARID1A;+	547	1319	890	1576	319	273	249	184	129	126
chr1:26696030-26782110;ARID1A;+	547	1319	890	1576	319	273	249	184	129	126
chr1:26787962-26798403;PIGV;+	113	178	139	199	65	37	55	38	41	45
chr1:26788187-26798403;PIGV;+	88	133	108	154	44	23	35	23	29	32
chr1:26826709-26855720;ZDHHC18;+	543	1258	957	1286	313	176	144	115	156	159
chr1:26863141-26864456;SFN;+	10	34	15	23	9	7	6	4	8	7
chr1:26879381-26890378;GPN2;-	57	115	87	166	34	60	34	32	17	10
chr1:26890487-26900471;GPATCH3;-	39	82	67	92	24	15	17	28	12	7
chr1:26911483-26914076;NR0B2;-	0	0	0	0	0	0	1	0	0	0
chr1:26921721-26946871;NUDC;+	71	139	105	228	38	29	20	21	19	12
chr1:26949555-26960410;KDF1;-	7	24	14	17	4	5	1	0	1	0
chr1:26993703-27000886;TRNP1;+	10	14	12	88	7	5	7	3	0	2
chr1:27005019-27012842;FAM46B;-	2	4	3	14	1	3	4	5	0	0
chr1:27098808-27155130;SLC9A1;-	209	443	317	503	111	287	553	283	122	130
chr1:27098808-27155130;SLC9A1;-	209	443	317	503	111	287	553	283	122	130
chr1:27234515-27308633;WDTC1;+	197	498	342	559	101	73	25	34	52	48
chr1:27234515-27308633;WDTC1;+	197	498	342	559	101	73	25	34	52	48
chr1:27322144-27336400;TMEM222;+	116	193	134	241	62	28	16	19	12	14
chr1:27322144-27336400;TMEM222;+	116	193	134	241	62	28	16	19	12	14
chr1:27322144-27336400;TMEM222;+	116	193	134	241	62	28	16	19	12	14
chr1:27322144-27336400;TMEM222;+	116	193	134	241	62	28	16	19	12	14
chr1:27323873-27326525;ACTG1P20;+	4	9	10	14	3	1	1	4	0	3
chr1:27341991-27353932;SYTL1;+	83	200	111	162	56	43	39	8	11	7
chr1:27341991-27353932;SYTL1;+	83	200	111	162	56	43	39	8	11	7
chr1:27355178-27366866;MAP3K6;-	27	37	34	98	12	12	14	9	1	3
chr1:27355178-27366866;MAP3K6;-	27	37	34	98	12	12	14	9	1	3
chr1:27369109-27374824;FCN3;-	1	7	3	4	1	1	3	1	0	0
chr1:27369109-27374824;FCN3;-	1	7	3	4	1	1	3	1	0	0
chr1:27379099-27383333;CD164L2;-	0	0	0	2	0	2	1	4	2	1
chr1:27392643-27395813;GPR3;+	0	0	1	18	0	3	4	4	1	0
chr1:27404225-27490187;WASF2;-	442	1102	816	1159	263	188	76	51	73	73
chr1:27404225-27490187;WASF2;-	442	1102	816	1159	263	188	76	51	73	73
chr1:27534244-27603494;AHDC1;-	25	88	48	149	11	57	103	60	22	13
chr1:27612289-27626240;FGR;-	249	569	424	506	161	91	49	23	50	40
chr1:27612289-27626595;FGR;-	260	590	441	533	170	91	52	24	52	43
chr1:27612289-27635216;FGR;-	444	927	730	889	285	135	128	60	77	64
chr1:27666060-27672213;IFI6;-	32	52	34	62	77	3	6	2	2	6
chr1:27666060-27672213;IFI6;-	32	52	34	62	77	3	6	2	2	6
chr1:27666060-27672213;IFI6;-	32	52	34	62	77	3	6	2	2	6
chr1:27725978-27762912;FAM76A;+	49	97	67	155	21	46	37	33	17	12
chr1:27725978-27762912;FAM76A;+	49	97	67	155	21	46	37	33	17	12
chr1:27725978-27762912;FAM76A;+	49	97	67	155	21	46	37	33	17	12
chr1:27725978-27762912;FAM76A;+	49	97	67	155	21	46	37	33	17	12
chr1:27725978-27762912;FAM76A;+	49	97	67	155	21	46	37	33	17	12
chr1:27773182-27824452;STX12;+	95	295	189	295	56	36	33	24	13	13
chr1:27830740-27851672;PPP1R8;+	73	111	98	201	33	16	7	4	6	3
chr1:27830813-27851672;PPP1R8;+	71	108	96	199	33	16	7	4	6	3
chr1:27830813-27851672;PPP1R8;+	71	108	96	199	33	16	7	4	6	3
chr1:27834400-27834566;SCARNA1;+	0	1	1	2	0	1	0	0	0	0
chr1:27872542-27886685;THEMIS2;+	489	966	746	962	281	131	97	67	81	81
chr1:27872542-27886685;THEMIS2;+	489	966	746	962	281	131	97	67	81	81
chr1:27872542-27886685;THEMIS2;+	489	966	746	962	281	131	97	67	81	81
chr1:27872542-27886685;THEMIS2;+	489	966	746	962	281	131	97	67	81	81
chr1:27872542-27886685;THEMIS2;+	489	966	746	962	281	131	97	67	81	81
chr1:27891525-27914797;RPA2;-	90	155	119	247	53	23	34	34	11	15
chr1:27891525-27914797;RPA2;-	90	155	119	247	53	23	34	34	11	15
chr1:27891525-27914797;RPA2;-	90	155	119	247	53	23	34	34	11	15
chr1:27934954-27956480;SMPDL3B;+	62	107	89	151	34	6	5	9	7	7
chr1:27934954-27959157;SMPDL3B;+	64	108	89	153	36	7	5	9	8	8
chr1:27934954-27959157;SMPDL3B;+	64	108	89	153	36	7	5	9	8	8
chr1:27959461-27968096;XKR8;+	106	229	183	244	71	12	4	2	8	8
chr1:27970343-28088637;EYA3;-	167	393	285	570	113	45	22	28	38	41
chr1:27970343-28088637;EYA3;-	167	393	285	570	113	45	22	28	38	41
chr1:27970343-28088637;EYA3;-	167	393	285	570	113	45	22	28	38	41
chr1:27977272-28088637;EYA3;-	154	362	262	544	106	40	22	24	38	40
chr1:27988472-28088637;EYA3;-	139	319	231	481	96	32	19	22	25	26
chr1:28147165-28176944;PTAFR;-	595	1258	1057	1266	296	90	26	17	90	118
chr1:28147165-28176944;PTAFR;-	595	1258	1057	1266	296	90	26	17	90	118
chr1:28147165-28193936;PTAFR;-	602	1275	1069	1276	299	92	26	17	90	120
chr1:28147165-28193936;PTAFR;-	602	1275	1069	1276	299	92	26	17	90	120
chr1:28200278-28233031;DNAJC8;-	72	181	133	214	51	30	43	34	16	14
chr1:28236090-28238105;ATPIF1;+	65	104	84	148	44	14	32	18	7	7
chr1:28236090-28238105;ATPIF1;+	65	104	84	148	44	14	32	18	7	7
chr1:28236090-28238105;ATPIF1;+	65	104	84	148	44	14	32	18	7	7
chr1:28259451-28282491;SESN2;+	103	160	154	258	68	88	151	80	87	97
chr1:28329001-28335967;MED18;+	95	162	138	181	65	14	33	29	9	5
chr1:28329001-28335967;MED18;+	95	162	138	181	65	14	33	29	9	5
chr1:28369581-28500369;PHACTR4;+	111	265	149	408	44	32	5	17	27	31
chr1:28438149-28500369;PHACTR4;+	43	114	71	150	20	21	3	17	16	12
chr1:28505942-28510892;SNHG3;+	152	205	153	549	68	41	73	32	10	9
chr1:28505942-28510892;SNHG3;+	152	205	153	549	68	41	73	32	10	9
chr1:28505942-28539196;RCC1;+	228	400	294	1448	107	107	135	60	25	26
chr1:28505942-28539196;RCC1;+	228	400	294	1448	107	107	135	60	25	26
chr1:28505942-28539196;RCC1;+	228	400	294	1448	107	107	135	60	25	26
chr1:28507364-28507571;SNORA73A;+	3	4	6	26	5	1	2	0	1	1
chr1:28508557-28508715;SNORA73B;+	2	7	3	16	2	0	2	0	0	0
chr1:28518232-28539196;RCC1;+	30	72	51	263	14	30	31	12	11	12
chr1:28518232-28539196;RCC1;+	30	72	51	263	14	30	31	12	11	12
chr1:28518232-28539196;RCC1;+	30	72	51	263	14	30	31	12	11	12
chr1:28553016-28578545;TRNAU1AP;+	76	144	97	198	26	27	11	13	11	7
chr1:28553016-28578545;TRNAU1AP;+	76	144	97	198	26	27	11	13	11	7
chr1:28578537-28581854;SNHG12;-	68	100	87	208	36	33	52	22	11	15
chr1:28578742-28578822;SNORD99;-	0	0	3	6	5	6	6	3	5	7
chr1:28579763-28579893;SNORA61;-	1	1	0	4	2	2	1	2	1	1
chr1:28580380-28580512;SNORA44;-	0	2	2	9	0	0	3	2	0	2
chr1:28580919-28581053;SNORA16A;-	2	4	1	13	2	2	3	0	2	2
chr1:28592199-28594576;RAB42;+	1	1	2	24	0	1	1	1	1	1
chr1:28592494-28594576;RAB42;+	0	1	1	18	0	1	1	1	1	1
chr1:28603095-28643092;TAF12;-	141	311	206	368	112	50	59	35	23	28
chr1:28603095-28643092;TAF12;-	141	311	206	368	112	50	59	35	23	28
chr1:28648599-28648734;RNU11;+	24	31	26	47	17	15	29	14	6	5
chr1:28668727-28715603;GMEB1;+	123	280	194	361	58	28	26	11	16	17
chr1:28668727-28715603;GMEB1;+	123	280	194	361	58	28	26	11	16	17
chr1:28668727-28715603;GMEB1;+	123	280	194	361	58	28	26	11	16	17
chr1:28736620-28769775;YTHDF2;+	122	253	168	419	42	86	77	69	64	53
chr1:28736623-28769775;YTHDF2;+	122	253	168	419	42	86	77	69	64	53
chr1:28736939-28769775;YTHDF2;+	119	252	167	411	42	86	76	68	63	52
chr1:28812141-28863696;OPRD1;+	3	9	4	2	0	1	1	2	0	6
chr1:28887090-29120046;EPB41;+	731	1983	1337	1910	413	337	223	176	189	169
chr1:28887090-29120046;EPB41;+	731	1983	1337	1910	413	337	223	176	189	169
chr1:28887090-29120046;EPB41;+	731	1983	1337	1910	413	337	223	176	189	169
chr1:28887090-29120046;EPB41;+	731	1983	1337	1910	413	337	223	176	189	169
chr1:28887090-29120046;EPB41;+	731	1983	1337	1910	413	337	223	176	189	169
chr1:28914575-29065221;EPB41;+	520	1360	887	1321	310	189	52	61	100	74
chr1:29119424-29122501;TMEM200B;-	1	0	1	2	0	0	0	0	1	1
chr1:29119424-29123909;TMEM200B;-	1	0	1	18	0	1	1	0	1	1
chr1:29147737-29182125;SRSF4;-	167	348	248	482	83	66	56	47	47	36
chr1:29192656-29230958;MECR;-	48	75	63	222	20	8	4	3	4	5
chr1:29192656-29230958;MECR;-	48	75	63	222	20	8	4	3	4	5
chr1:29236515-29326813;PTPRU;+	1	5	2	170	0	3	7	3	4	5
chr1:29236515-29326813;PTPRU;+	1	5	2	170	0	3	7	3	4	5
chr1:29236515-29326813;PTPRU;+	1	5	2	170	0	3	7	3	4	5
chr1:29236515-29326813;PTPRU;+	1	5	2	170	0	3	7	3	4	5
chr1:29329619-29350114;LOC101928460;-	0	0	2	1	1	0	2	0	0	0
chr1:30013951-30037612;LOC101929406;-	0	1	0	0	0	0	0	0	0	0
chr1:30711276-30723585;MATN1;-	0	4	5	16	1	13	29	13	4	3
chr1:30718771-30726746;MATN1-AS1;+	44	62	34	119	17	82	145	65	20	16
chr1:30732467-30757836;LAPTM5;-	413	941	707	928	271	383	536	380	392	392
chr1:30739155-30739232;MIR4420;-	2	1	3	3	0	2	3	2	3	2
chr1:30869465-30908633;SDC3;-	1	4	3	55	2	7	4	2	1	3
chr1:30931505-31065717;PUM1;-	260	788	469	1095	146	202	122	117	117	98
chr1:30931505-31065717;PUM1;-	260	788	469	1095	146	202	122	117	117	98
chr1:30935688-30935776;SNORD103A;-	0	0	0	0	0	0	0	0	0	0
chr1:30935688-30935776;SNORD103B;-	0	0	0	0	0	0	0	0	0	0
chr1:30949117-30949205;SNORD103A;-	0	0	0	0	0	0	0	0	0	0
chr1:30949117-30949205;SNORD103B;-	0	0	0	0	0	0	0	0	0	0
chr1:30968162-30968237;SNORD103C;-	0	1	0	4	0	0	0	0	0	0
chr1:31179744-31239887;NKAIN1;-	0	3	5	23	0	2	4	1	3	3
chr1:31259567-31296797;SNRNP40;-	65	126	100	242	19	39	32	30	9	12
chr1:31296981-31364953;ZCCHC17;+	66	154	89	226	38	56	74	41	38	32
chr1:31296981-31364953;ZCCHC17;+	66	154	89	226	38	56	74	41	38	32
chr1:31296981-31364953;ZCCHC17;+	66	154	89	226	38	56	74	41	38	32
chr1:31296981-31364953;ZCCHC17;+	66	154	89	226	38	56	74	41	38	32
chr1:31296981-31364953;ZCCHC17;+	66	154	89	226	38	56	74	41	38	32
chr1:31296981-31364953;ZCCHC17;+	66	154	89	226	38	56	74	41	38	32
chr1:31296981-31364953;ZCCHC17;+	66	154	89	226	38	56	74	41	38	32
chr1:31296981-31364953;ZCCHC17;+	66	154	89	226	38	56	74	41	38	32
chr1:31296981-31364953;ZCCHC17;+	66	154	89	226	38	56	74	41	38	32
chr1:31296981-31364953;ZCCHC17;+	66	154	89	226	38	56	74	41	38	32
chr1:31365252-31373076;FABP3;-	1	0	0	0	0	0	0	0	0	1
chr1:31409564-31434680;SERINC2;+	2	12	5	54	1	2	6	2	4	5
chr1:31410173-31434680;SERINC2;+	2	12	5	54	1	2	6	2	4	5
chr1:31413115-31434680;SERINC2;+	2	12	5	54	1	2	6	2	4	5
chr1:31413812-31434680;SERINC2;+	1	2	2	28	0	1	3	1	3	4
chr1:31413812-31434680;SERINC2;+	1	2	2	28	0	1	3	1	3	4
chr1:31500084-31508566;LINC01225;+	0	0	0	0	0	0	0	0	0	0
chr1:31518434-31524245;LINC01226;+	0	2	2	3	0	0	0	1	0	0
chr1:31576484-31587686;TINAGL1;+	0	1	1	0	0	0	0	0	1	1
chr1:31576484-31587686;TINAGL1;+	0	1	1	0	0	0	0	0	1	1
chr1:31578144-31587686;TINAGL1;+	0	1	1	0	0	0	0	0	1	1
chr1:31617699-31627318;HCRTR1;+	0	1	0	1	0	0	0	0	0	0
chr1:31629861-31644617;PEF1;-	25	70	49	118	14	39	50	54	24	19
chr1:31629861-31645237;PEF1;-	51	99	81	167	23	53	74	72	37	30
chr1:31629861-31645237;PEF1;-	51	99	81	167	23	53	74	72	37	30
chr1:31652246-31704167;COL16A1;-	1	1	0	5	0	0	0	0	1	1
chr1:31727104-31764063;ADGRB2;-	10	8	12	89	3	3	4	2	0	0
chr1:31727104-31764063;ADGRB2;-	10	8	12	89	3	3	4	2	0	0
chr1:31758659-31758735;MIR4254;-	0	0	0	0	0	0	0	0	0	0
chr1:31790421-31816051;SPOCD1;-	1	0	0	8	1	0	0	1	0	0
chr1:31790421-31816051;SPOCD1;-	1	0	0	8	1	0	0	1	0	0
chr1:31790421-31816051;SPOCD1;-	1	0	0	8	1	0	0	1	0	0
chr1:31906420-31919658;PTP4A2;-	58	170	117	157	30	34	15	22	19	15
chr1:31906420-31919658;PTP4A2;-	58	170	117	157	30	34	15	22	19	15
chr1:31906420-31938387;PTP4A2;-	183	467	309	455	117	109	84	62	65	56
chr1:32013693-32043881;KHDRBS1;+	114	251	169	340	60	113	136	132	83	81
chr1:32013693-32043881;KHDRBS1;+	114	251	169	340	60	113	136	132	83	81
chr1:32013693-32043881;KHDRBS1;+	114	251	169	340	60	113	136	132	83	81
chr1:32013693-32060859;KHDRBS1;+	155	371	260	521	76	150	151	154	97	95
chr1:32072030-32102866;TMEM39B;+	47	83	62	151	20	36	34	25	20	24
chr1:32072898-32102866;TMEM39B;+	46	81	61	147	19	34	31	23	19	23
chr1:32072898-32102866;TMEM39B;+	46	81	61	147	19	34	31	23	19	23
chr1:32072898-32102866;TMEM39B;+	46	81	61	147	19	34	31	23	19	23
chr1:32086948-32087007;MIR5585;+	0	1	0	0	0	0	0	0	0	0
chr1:32108042-32176567;KPNA6;+	115	297	189	341	45	72	49	55	44	41
chr1:32179743-32198285;TXLNA;+	63	141	85	216	32	24	10	6	17	18
chr1:32200385-32205390;CCDC28B;+	10	22	19	49	5	5	9	1	3	1
chr1:32200385-32205390;CCDC28B;+	10	22	19	49	5	5	9	1	3	1
chr1:32205634-32208687;IQCC;+	23	34	29	84	16	12	21	10	9	5
chr1:32205634-32208687;IQCC;+	23	34	29	84	16	12	21	10	9	5
chr1:32209093-32216196;DCDC2B;+	2	4	0	13	1	3	3	1	0	0
chr1:32214476-32222371;TMEM234;-	46	97	70	112	23	8	6	5	7	8
chr1:32214476-32222371;TMEM234;-	46	97	70	112	23	8	6	5	7	8
chr1:32216196-32222371;TMEM234;-	41	88	63	107	23	4	5	3	7	8
chr1:32216196-32222371;TMEM234;-	41	88	63	107	23	4	5	3	7	8
chr1:32221583-32231604;EIF3I;+	57	76	68	117	32	25	36	30	14	12
chr1:32231659-32241710;MTMR9LP;-	6	9	7	18	1	0	3	1	0	0
chr1:32247216-32248860;FAM167B;+	5	5	5	12	1	0	0	0	0	0
chr1:32251238-32286167;LCK;+	128	341	176	242	91	72	47	27	16	13
chr1:32274110-32286167;LCK;+	40	127	58	64	27	34	12	3	9	10
chr1:32292106-32333623;HDAC1;+	87	193	124	267	59	25	20	14	21	21
chr1:32333828-32336239;MARCKSL1;-	70	98	82	128	55	93	160	93	70	57
chr1:32333828-32336239;MARCKSL1;-	70	98	82	128	55	93	160	93	70	57
chr1:32361269-32362243;FAM229A;-	16	39	32	37	11	29	12	19	4	4
chr1:32362260-32364323;TSSK3;+	1	1	0	5	0	0	0	0	0	0
chr1:32364632-32394461;BSDC1;-	97	244	154	269	33	83	97	100	56	39
chr1:32364632-32394461;BSDC1;-	97	244	154	269	33	83	97	100	56	39
chr1:32364632-32394461;BSDC1;-	97	244	154	269	33	83	97	100	56	39
chr1:32364632-32394461;BSDC1;-	97	244	154	269	33	83	97	100	56	39
chr1:32364632-32394461;BSDC1;-	97	244	154	269	33	83	97	100	56	39
chr1:32364632-32394461;BSDC1;-	97	244	154	269	33	83	97	100	56	39
chr1:32465056-32487858;ZBTB8B;+	1	1	0	13	0	0	0	0	0	1
chr1:32539144-32605950;ZBTB8A;+	2	5	4	92	3	2	1	3	2	2
chr1:32539144-32605950;ZBTB8A;+	2	5	4	92	3	2	1	3	2	2
chr1:32539144-32605950;ZBTB8A;+	2	5	4	92	3	2	1	3	2	2
chr1:32621215-32650590;ZBTB8OS;-	77	161	114	228	42	32	39	36	23	16
chr1:32621215-32650590;ZBTB8OS;-	77	161	114	228	42	32	39	36	23	16
chr1:32621215-32650590;ZBTB8OS;-	77	161	114	228	42	32	39	36	23	16
chr1:32621215-32650590;ZBTB8OS;-	77	161	114	228	42	32	39	36	23	16
chr1:32621215-32650590;ZBTB8OS;-	77	161	114	228	42	32	39	36	23	16
chr1:32621215-32650590;ZBTB8OS;-	77	161	114	228	42	32	39	36	23	16
chr1:32621215-32650590;ZBTB8OS;-	77	161	114	228	42	32	39	36	23	16
chr1:32621215-32650590;ZBTB8OS;-	77	161	114	228	42	32	39	36	23	16
chr1:32651147-32686211;RBBP4;+	96	229	158	369	54	66	68	42	23	22
chr1:32651147-32686211;RBBP4;+	96	229	158	369	54	66	68	42	23	22
chr1:32651357-32686211;RBBP4;+	67	196	120	316	38	58	46	34	21	19
chr1:32679905-32702760;SYNC;-	2	2	5	14	2	0	1	0	1	4
chr1:32679905-32702760;SYNC;-	2	2	5	14	2	0	1	0	1	4
